painting_index,Season-Episode,painting_title,colors,color_hex
215,S07E12,Dock Scene,Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
216,S07E13,Dark Waterfall,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
190,S08E01,Misty Rolling Hills,Alizarin Crimson | Bright Red | Cadmium Yellow | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
191,S08E02,Lakeside Cabin,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #0A3410 | #FFFFFF | #221B15 | #C79B00
192,S08E03,Warm Winter Day,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
193,S08E04,Waterside Way,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
194,S08E05,Hunters Haven,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
195,S08E06,Bubbling Mountain Brook,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
196,S08E07,Winter Hideaway,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
197,S08E08,Foot of the Mountain,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
198,S08E09,Majestic Pine,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
199,S08E10,Cactus at Sunset,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #FFFFFF | #221B15 | #C79B00
200,S08E11,Mountain Range,Alizarin Crimson | Bright Red | Cadmium Yellow | Indian Yellow | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #FFB800 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
201,S08E12,Lonely Retreat,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
202,S08E13,Northern Lights,Alizarin Crimson | Black Gesso | Bright Red | Dark Sienna | Midnight Black | Phthalo Blue | Phthalo Green | Titanium White | Van Dyke Brown,#4E1500 | #000000 | #DB0000 | #5F2E1F | #000000 | #0C0040 | #102E3C | #FFFFFF | #221B15
177,S09E01,Winter Evergreens,Alizarin Crimson | Bright Red | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
178,S09E02,Surfs Up,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Liquid Clear | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFFFFF | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
179,S09E03,Red Sunset,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
180,S09E04,Meadow Road,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
181,S09E05,Winter Oval,Alizarin Crimson | Bright Red | Dark Sienna | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown,#4E1500 | #DB0000 | #5F2E1F | #000000 | #0C0040 | #FFFFFF | #221B15
182,S09E06,Secluded Beach,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
183,S09E07,Forest Hills,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
184,S09E08,Little House by the Road,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
185,S09E09,Mountain Path,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
186,S09E10,Country Charm,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
187,S09E11,Natures Paradise,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
188,S09E12,Mountain by the Sea,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Liquid Clear | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFFFFF | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
189,S09E13,Mountain Hideaway,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
163,S10E01,Towering Peaks,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
164,S10E02,Cabin at Sunset,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
165,S10E03,Twin Falls,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
166,S10E04,Secluded Bridge,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
167,S10E05,Ocean Breeze,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #102E3C | #021E44 | #FFFFFF | #221B15 | #C79B00
168,S10E06,Autumn Woods,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
170,S10E07,Winter Solitude,Alizarin Crimson | Bright Red | Dark Sienna | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown,#4E1500 | #DB0000 | #5F2E1F | #000000 | #0C0040 | #FFFFFF | #221B15
171,S10E08,Golden Sunset,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
172,S10E09,Mountain Oval,Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
173,S10E10,Ocean Sunset,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Clear | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #FFFFFF | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
174,S10E11,Triple View,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
175,S10E12,Winter Frost,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15
176,S10E13,Lakeside Cabin,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
150,S11E01,Mountain Stream,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
151,S11E02,Country Cabin,Alizarin Crimson | Bright Red | Dark Sienna | Midnight Black | Prussian Blue | Titanium White | Van Dyke Brown,#4E1500 | #DB0000 | #5F2E1F | #000000 | #021E44 | #FFFFFF | #221B15
152,S11E03,Daisy Delight,Alizarin Crimson | Cadmium Yellow | Dark Sienna | Liquid Clear | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #FFEC00 | #5F2E1F | #FFFFFF | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
153,S11E04,Hidden Stream,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
154,S11E05,Towering Glacier,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
155,S11E06,Oval Barn,Bright Red | Dark Sienna | Midnight Black | Prussian Blue | Titanium White | Van Dyke Brown,#DB0000 | #5F2E1F | #000000 | #021E44 | #FFFFFF | #221B15
156,S11E07,Lakeside Path,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
157,S11E08,Sunset Oval,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
158,S11E09,Winter Barn,Alizarin Crimson | Dark Sienna | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown,#4E1500 | #5F2E1F | #000000 | #0C0040 | #FFFFFF | #221B15
159,S11E10,Sunset over the Waves,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #FFFFFF | #221B15
160,S11E11,Golden Glow,Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Clear | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#FFEC00 | #5F2E1F | #FFB800 | #FFFFFF | #021E44 | #FFFFFF | #221B15 | #C79B00
161,S11E12,Roadside Barn,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
162,S11E13,Happy Accident,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
137,S12E01,Golden Knoll,Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Titanium White | Van Dyke Brown | Yellow Ochre,#FFEC00 | #5F2E1F | #FFB800 | #000000 | #FFFFFF | #221B15 | #C79B00
138,S12E02,Mountain Reflections,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
139,S12E03,Secluded Mountain,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
140,S12E04,Bright Autumn Trees,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Black | Midnight Black | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #000000 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
141,S12E05,Black Seascape,Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Phthalo Green | Titanium White | Van Dyke Brown,#000000 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #102E3C | #FFFFFF | #221B15
142,S12E06,Steep Mountains,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
143,S12E07,Quiet Mountains River,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
144,S12E08,Evening Waterfall,Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
145,S12E09,Tropical Seascape,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Clear | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #FFFFFF | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
146,S12E10,Mountain at Sunset,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Clear | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #FFFFFF | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
147,S12E11,Soft Mountain Glow,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
148,S12E12,Mountain in an Oval,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
149,S12E13,Winter Mountain,Alizarin Crimson | Bright Red | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown,#4E1500 | #DB0000 | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15
124,S13E01,Rolling Hills,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
125,S13E02,Frozen Solitude,Dark Sienna | Midnight Black | Prussian Blue | Titanium White | Van Dyke Brown,#5F2E1F | #000000 | #021E44 | #FFFFFF | #221B15
126,S13E03,Meadow Brook,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
127,S13E04,Evening at Sunset,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
128,S13E05,Mountain View,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
129,S13E06,Hidden Creek,Black Gesso | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#000000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
130,S13E07,Peaceful Haven,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
131,S13E08,Mountain Exhibition,Alizarin Crimson | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
132,S13E09,Emerald Waters,Black Gesso | Cadmium Yellow | Dark Sienna | Midnight Black | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#000000 | #FFEC00 | #5F2E1F | #000000 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
133,S13E10,Mountain Summit,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
134,S13E11,Cabin Hideaway,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
135,S13E12,Oval Essence,Alizarin Crimson | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Phthalo Green | Titanium White | Van Dyke Brown,#4E1500 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #102E3C | #FFFFFF | #221B15
136,S13E13,Lost Lake,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
